gene_id	transcript_id	swissprot_sseqid	swissprot_evalue	swissprot_bitscore	swissprot_title	uniref90_sseqid	uniref90_evalue	uniref90_bitscore	uniref90_title	pfam_ids	interpro_ids	GO_terms	signature_descriptions	interpro_descriptions
g17424	g17424.t1	sp|P08770|TRA1_MAIZE	264	10	21	UniRef90_A0AAE1MIW4	24	0	1	PF02892;PF14372	IPR003656;IPR012337;IPR025525	GO:0003677(InterPro)	BED zinc finger;Ribonuclease H-like;bed5;hAT-like transposase, RNase-H fold	Ribonuclease H-like superfamily;Zinc finger, BED-type;hAT-like transposase, RNase-H fold
g17425	g17425.t1	sp|Q9SND9|Y3028_ARATH	231	9	27	UniRef90_A0AAE1M8W3	27	0	1	PF02458	-	-	Transferase family	-
g17426	g17426.t1	sp|Q8NI08|NCOA7_HUMAN	39	1	16	UniRef90_A0A5N6RE86	20	1	12	PF07534	IPR006571	-	109ultra;TLDc domain;TLDc domain profile.	TLDc domain
g17427	g17427.t1	sp|Q9FH97|EPS1_ARATH	233	8	7	UniRef90_A0AAE1MEJ4	28	1	1	PF02458	-	-	Transferase family	-
g17428	g17428.t1	sp|Q9FH97|EPS1_ARATH	234	8	7	UniRef90_A0AAE1MEJ4	0	0	1	PF02458	-	-	Transferase family	-
g17429	g17429.t1	sp|Q9SND9|Y3028_ARATH	248	8	1	UniRef90_A0AAE1MJ57	0	0	1	PF02458	-	-	Transferase family	-
g17430	g17430.t1	sp|Q94JY0|PAB_ARATH	98	3	14	UniRef90_A0AAE1J1Y2	0	0	1	-	-	-	-	-
g17431	g17431.t1	sp|Q9SLN1|FPP7_ARATH	443	23	1	UniRef90_A0AAE1J5E9	3	0	1	PF05911	IPR008587	-	Filament-like plant protein, long coiled-coil	Filament-like plant protein
g17432	g17432.t1	sp|F4K3M6|OTU7_ARATH	139	9	1	UniRef90_A0AAE1J254	0	1	1	PF02338;PF02810	IPR003323;IPR004027;IPR038765	-	Cysteine proteinases;OTU domain profile.;OTU-like cysteine protease;SEC-C motif;Sec-C motif	OTU domain;Papain-like cysteine peptidase superfamily;SEC-C motif
g17432	g17432.t2	sp|F4K3M6|OTU7_ARATH	140	9	1	UniRef90_A0AAE1J254	0	2	1	PF02338;PF02810	IPR003323;IPR004027;IPR038765	-	Cysteine proteinases;OTU domain profile.;OTU-like cysteine protease;SEC-C motif;Sec-C motif	OTU domain;Papain-like cysteine peptidase superfamily;SEC-C motif
g17433	g17433.t1	sp|P47927|AP2_ARATH	141	16	1	UniRef90_A0AAE1J4P4	0	1	1	PF00847	IPR001471;IPR016177	GO:0003677(InterPro);GO:0003700(InterPro);GO:0006355(InterPro)	AP2 domain;AP2/ERF domain profile.;DNA-binding domain;rav1_2	AP2/ERF domain;DNA-binding domain superfamily
g17434	g17434.t1	sp|O23193|CBSX1_ARATH	44	0	55	UniRef90_A0AAE1J3P2	0	0	1	PF00571	IPR000644;IPR046342	-	CBS domain;CBS domain profile.;CBS-domain pair;cbs_1	CBS domain;CBS domain superfamily
g17435	g17435.t1	sp|Q9FH94|ERF10_ARATH	20	1	42	UniRef90_A0AAE1JZR3	0	0	1	PF00847	IPR001471;IPR016177	GO:0003677(InterPro);GO:0003700(InterPro);GO:0006355(InterPro)	AP2 domain;AP2/ERF domain profile.;DNA-binding domain;rav1_2	AP2/ERF domain;DNA-binding domain superfamily
g17436	g17436.t1	sp|B5DFF2|RBPS2_RAT	50	2	63	UniRef90_A0AAE1K2P3	1	0	1	PF00076	IPR000504;IPR035979	GO:0003676(InterPro);GO:0003723(InterPro)	Eukaryotic RNA Recognition Motif (RRM) profile.;RNA recognition motif;RNA-binding domain, RBD;rrm1_1	RNA recognition motif domain;RNA-binding domain superfamily
g17436	g17436.t2	sp|B5DFF2|RBPS2_RAT	50	2	63	UniRef90_A0AAE1K2P3	1	1	1	PF00076	IPR000504;IPR035979	GO:0003676(InterPro);GO:0003723(InterPro)	Eukaryotic RNA Recognition Motif (RRM) profile.;RNA recognition motif;RNA-binding domain, RBD;rrm1_1	RNA recognition motif domain;RNA-binding domain superfamily
g17437	g17437.t1	sp|Q42551|SCE1_ARATH	17	0	2	UniRef90_V7CIN8	7	0	1	PF00179	IPR000608;IPR016135;IPR023313	-	UBC-like;Ubiquitin-conjugating (UBC) active site signature.;Ubiquitin-conjugating (UBC) core domain profile.;Ubiquitin-conjugating enzyme;ubc_7	Ubiquitin-conjugating (UBC), catalytic core domain;Ubiquitin-conjugating enzyme, active site;Ubiquitin-conjugating enzyme/RWD-like
g17438	g17438.t1	sp|Q01910|TF107_SCHPM	250	8	28	UniRef90_A0AAE1IW40	143	0	3	PF17921;PF24626	IPR000953;IPR001584;IPR012337;IPR016197;IPR041588;IPR056924	GO:0015074(InterPro)	Chromo and chromo shadow domain profile.;Chromo domain-like;Integrase catalytic domain profile.;Integrase zinc binding domain;Ribonuclease H-like;Tf2-1-like, SH3 domain	Chromo-like domain superfamily;Chromo/chromo shadow domain;Integrase zinc-binding domain;Integrase, catalytic core;Ribonuclease H-like superfamily;Tf2-1-like, SH3-like domain
g17439	g17439.t1	sp|A0A068FIK2|KN4A_GOSHI	279	10	4	UniRef90_A0AAE1MHP7	2	0	1	PF00225;PF25764	IPR001752;IPR019821;IPR027417	GO:0003777(InterPro);GO:0005524(InterPro);GO:0007018(InterPro);GO:0008017(InterPro)	KIF21A-like domain;Kinesin motor domain;Kinesin motor domain profile.;Kinesin motor domain signature.;P-loop containing nucleoside triphosphate hydrolases;kinesin_4	Kinesin motor domain;Kinesin motor domain, conserved site;P-loop containing nucleoside triphosphate hydrolase
g17440	g17440.t1	sp|Q93Y06|Y5720_ARATH	235	9	8	UniRef90_A0AAE1MJ62	4	0	1	PF00560;PF07714	IPR000719;IPR001245;IPR001611;IPR011009	GO:0004672(InterPro);GO:0005515(InterPro);GO:0005524(InterPro);GO:0006468(InterPro)	L domain-like;Leucine Rich Repeat;Leucine-rich repeat profile.;Protein kinase domain profile.;Protein kinase-like (PK-like);Protein tyrosine and serine/threonine kinase	Leucine-rich repeat;Protein kinase domain;Protein kinase-like domain superfamily;Serine-threonine/tyrosine-protein kinase, catalytic domain
g17441	g17441.t1	sp|Q9FH92|IX15L_ARATH	96	1	1	UniRef90_A0AAE1J1Z2	0	0	1	PF21729	IPR006514	GO:0045492(InterPro)	IRX15/IRX15L/GXM	IRX15/GXM/AGM
g17442	g17442.t1	sp|A0A0R4J5R0|ODD23_SOYBN	57	0	1	UniRef90_A0AAE1J5F7	0	0	1	PF03171;PF14226	IPR005123;IPR026992;IPR044861	-	2OG-Fe(II) oxygenase superfamily;Clavaminate synthase-like;Fe(2+) 2-oxoglutarate dioxygenase domain profile.;non-haem dioxygenase in morphine synthesis N-terminal	Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain;Non-haem dioxygenase, N-terminal domain;Oxoglutarate/iron-dependent dioxygenase domain
g17443	g17443.t1	sp|O22176|WRK15_ARATH	104	12	1	UniRef90_A0AAE1J264	0	2	1	PF03106;PF10533	IPR003657;IPR018872;IPR036576	GO:0003700(InterPro);GO:0006355(InterPro);GO:0043565(InterPro)	Plant zinc cluster domain;WRKY DNA -binding domain;WRKY DNA-binding domain;WRKY domain profile.;WRKY_cls	WRKY domain;WRKY domain superfamily;Zn-cluster domain
g17443	g17443.t2	sp|O22176|WRK15_ARATH	104	13	1	UniRef90_A0AAE1J264	0	1	1	PF03106;PF10533	IPR003657;IPR018872;IPR036576	GO:0003700(InterPro);GO:0006355(InterPro);GO:0043565(InterPro)	Plant zinc cluster domain;WRKY DNA -binding domain;WRKY DNA-binding domain;WRKY domain profile.;WRKY_cls	WRKY domain;WRKY domain superfamily;Zn-cluster domain
g17444	g17444.t1	sp|Q8L707|IRX14_ARATH	126	6	1	UniRef90_A0AAE1J4D1	4	0	1	PF03360	IPR005027;IPR029044	GO:0015018(InterPro);GO:0016020(InterPro)	Glycosyltransferase family 43;Nucleotide-diphospho-sugar transferases	Glycosyl transferase, family 43;Nucleotide-diphospho-sugar transferases
g17445	g17445.t1	sp|P25776|ORYA_ORYSJ	24	0	2	UniRef90_UPI0010A394F2	14	0	3	PF00112	IPR000668;IPR038765	GO:0006508(InterPro);GO:0008234(InterPro)	Cysteine proteinases;Papain family cysteine protease	Papain-like cysteine peptidase superfamily;Peptidase C1A, papain C-terminal
g17446	g17446.t1	sp|Q9FE83|SKIP2_ARATH	165	2	55	UniRef90_A0AAE1J4Q2	2	0	1	PF12937	IPR001810;IPR006553;IPR036047	GO:0005515(InterPro)	F-box domain;F-box-like;LRR_CC_2;RNI-like	F-box domain;F-box-like domain superfamily;Leucine-rich repeat, cysteine-containing subtype
g17447	g17447.t1	sp|Q9FGQ7|CCD32_ARATH	168	6	16	UniRef90_A0AAE1J3P6	0	0	1	PF00134;PF02984	IPR004367;IPR006671;IPR013763;IPR036915	-	Cyclin, C-terminal domain;Cyclin, N-terminal domain;Cyclin-like;Cyclin_C_2;cyclin_7	Cyclin, C-terminal domain;Cyclin, N-terminal;Cyclin-like domain;Cyclin-like superfamily
g17448	g17448.t1	sp|P51823|ARF2_ORYSJ	24	0	1	UniRef90_G7K590	10	0	1	PF00025	IPR006689;IPR027417	GO:0003924(InterPro);GO:0005525(InterPro)	ADP-ribosylation factor family;P-loop containing nucleoside triphosphate hydrolases;arf_sub_2;sar_sub_1;small GTPase Arf family profile.	P-loop containing nucleoside triphosphate hydrolase;Small GTPase superfamily, ARF/SAR type
g17449	g17449.t1	sp|Q9FGQ6|EB1C_ARATH	105	5	1	UniRef90_A0AAE1MCL9	1	0	1	PF00307;PF03271	IPR001715;IPR004953;IPR036133;IPR036872	GO:0005515(InterPro);GO:0008017(InterPro)	Calponin homology (CH) domain;Calponin homology (CH) domain profile.;Calponin-homology domain, CH-domain;EB1 dimerisation domain-like;EB1-C terminal (EB1-C) domain profile.;EB1-like C-terminal motif	CH domain superfamily;Calponin homology domain;EB1, C-terminal;EB1, C-terminal domain superfamily
g17450	g17450.t1	sp|C0LGS3|Y4372_ARATH	266	11	14	UniRef90_A0AAE1MHQ1	2	0	1	PF00069;PF00560;PF08263	IPR000719;IPR001611;IPR003591;IPR011009;IPR013210	GO:0004672(InterPro);GO:0005515(InterPro);GO:0005524(InterPro);GO:0006468(InterPro)	L domain-like;LRR_typ_2;Leucine Rich Repeat;Leucine rich repeat N-terminal domain;Protein kinase domain;Protein kinase domain profile.;Protein kinase-like (PK-like)	Leucine-rich repeat;Leucine-rich repeat, typical subtype;Leucine-rich repeat-containing N-terminal, plant-type;Protein kinase domain;Protein kinase-like domain superfamily
g17451	g17451.t1	sp|C0PBF8|OXDA_MAIZE	135	10	44	UniRef90_A0AAE1MEM1	4	0	1	PF01266	IPR006076;IPR036188	-	FAD dependent oxidoreductase;FAD/NAD(P)-binding domain	FAD dependent oxidoreductase;FAD/NAD(P)-binding domain superfamily
g17452	g17452.t1	sp|Q9FDW1|MYB44_ARATH	111	12	12	UniRef90_A0AAE1MEK4	1	0	1	PF00249	IPR001005;IPR009057;IPR017930	-	Homeodomain-like;Myb-like DNA-binding domain;Myb-like domain profile.;Myb-type HTH DNA-binding domain profile.;sant	Homedomain-like superfamily;Myb domain;SANT/Myb domain
g17453	g17453.t1	sp|Q9M3H5|HMA1_ARATH	174	2	117	UniRef90_A0AAE1MJ67	0	0	1	PF00122;PF00702	IPR008250;IPR018303;IPR023298;IPR036412	-	Calcium ATPase, transduction domain A;Calcium ATPase, transmembrane domain M;E1-E2 ATPase;E1-E2 ATPases phosphorylation site.;HAD-like;haloacid dehalogenase-like hydrolase	HAD-like superfamily;P-type ATPase, A domain superfamily;P-type ATPase, phosphorylation site;P-type ATPase, transmembrane domain superfamily
g17454	g17454.t1	sp|Q94C32|MRG1_ARATH	91	2	1	UniRef90_A0AAE1J200	0	0	1	PF05712;PF22732	IPR000953;IPR016197;IPR026541;IPR053820	-	Chromo domain-like;MRG;MRG domain profile.;MSL3 chromodomain-like;chromo_7	Chromo-like domain superfamily;Chromo/chromo shadow domain;MRG domain;MSL3 chromodomain-like
g17455	g17455.t1	-	-	-	-	UniRef90_A0AAE1J659	0	0	1	-	-	-	-	-
g17456	g17456.t1	sp|Q9FLW0|Y5241_ARATH	369	18	30	UniRef90_A0AAE1J4E0	0	0	1	PF07714;PF12819	IPR000719;IPR001245;IPR008271;IPR011009;IPR017441;IPR024788	GO:0004672(InterPro);GO:0005524(InterPro);GO:0006468(InterPro)	Malectin-like domain;Protein kinase domain profile.;Protein kinase-like (PK-like);Protein kinases ATP-binding region signature.;Protein tyrosine and serine/threonine kinase;Serine/Threonine protein kinases active-site signature.;serkin_6	Malectin-like domain;Protein kinase domain;Protein kinase, ATP binding site;Protein kinase-like domain superfamily;Serine-threonine/tyrosine-protein kinase, catalytic domain;Serine/threonine-protein kinase, active site
g17457	g17457.t1	sp|Q6WNQ8|C81E8_MEDTR	188	6	17	UniRef90_A0AAE1J4R2	0	0	3	PF00067	IPR001128;IPR017972;IPR036396	GO:0004497(InterPro);GO:0005506(InterPro);GO:0016705(InterPro);GO:0020037(InterPro)	Cytochrome P450;Cytochrome P450 cysteine heme-iron ligand signature.	Cytochrome P450;Cytochrome P450 superfamily;Cytochrome P450, conserved site
g17457	g17457.t2	sp|Q6WNQ8|C81E8_MEDTR	188	6	15	UniRef90_A0AAE1J4R2	0	0	1	PF00067	IPR001128;IPR017972;IPR036396	GO:0004497(InterPro);GO:0005506(InterPro);GO:0016705(InterPro);GO:0020037(InterPro)	Cytochrome P450;Cytochrome P450 cysteine heme-iron ligand signature.	Cytochrome P450;Cytochrome P450 superfamily;Cytochrome P450, conserved site
g17458	g17458.t1	sp|Q6WNQ8|C81E8_MEDTR	186	2	7	UniRef90_A0AAE1J3Q4	2	0	1	PF00067	IPR001128;IPR017972;IPR036396	GO:0004497(InterPro);GO:0005506(InterPro);GO:0016705(InterPro);GO:0020037(InterPro)	Cytochrome P450;Cytochrome P450 cysteine heme-iron ligand signature.	Cytochrome P450;Cytochrome P450 superfamily;Cytochrome P450, conserved site
g17459	g17459.t1	sp|Q6WNQ8|C81E8_MEDTR	171	4	3	UniRef90_A0AAE1JZT1	0	0	1	PF00067	IPR001128;IPR017972;IPR036396	GO:0004497(InterPro);GO:0005506(InterPro);GO:0016705(InterPro);GO:0020037(InterPro)	Cytochrome P450;Cytochrome P450 cysteine heme-iron ligand signature.	Cytochrome P450;Cytochrome P450 superfamily;Cytochrome P450, conserved site
g17460	g17460.t1	sp|Q5HZ00|SPS3_ARATH	88	1	67	UniRef90_A0AAE1J276	0	0	1	PF00348	IPR000092;IPR008949;IPR033749	GO:0004659(InterPro);GO:0008299(InterPro)	Polyprenyl synthases signature 1.;Polyprenyl synthases signature 2.;Polyprenyl synthetase;Terpenoid synthases	Isoprenoid synthase domain superfamily;Polyprenyl synthetase, conserved site;Polyprenyl synthetase-like
g17461	g17461.t1	sp|Q9SZT8|PP354_ARATH	244	3	52	UniRef90_A0AAE1MCM2	4	0	1	PF01535;PF12854;PF13041;PF14432;PF20430;PF20431	IPR002885;IPR032867;IPR046848;IPR046849	GO:0008270(InterPro)	DYW family of nucleic acid deaminases;E motif;E+ motif;PPR repeat;PPR repeat family;Pentatricopeptide (PPR) repeat profile.	DYW domain;E motif;E2 motif;Pentatricopeptide repeat
g17462	g17462.t1	-	-	-	-	UniRef90_UPI0010A3C17A	18	2	11	-	-	-	-	-
g17463	g17463.t1	sp|O82333|GH31_ARATH	127	2	1	UniRef90_A0AAE1MHQ6	0	0	1	PF03321;PF23571;PF23572	IPR055377;IPR055378	-	GH3 family C-terminal domain;GH3 family N-terminal domain;GH3 family central domain	GH3, C-terminal domain;GH3, middle domain
g17464	g17464.t1	-	-	-	-	UniRef90_A0AAE1MEM7	1	0	1	PF14111;PF14392	IPR025558;IPR025836	-	Domain of unknown function (DUF4283);Zinc knuckle	Domain of unknown function DUF4283;Zinc knuckle CX2CX4HX4C
g17465	g17465.t1	sp|A0A2K1ZPK4|NRP32_POPTR	90	1	22	UniRef90_A0AAE1MEK9	0	0	1	PF01566	IPR001046	GO:0016020(InterPro);GO:0030001(InterPro);GO:0046873(InterPro)	Natural resistance-associated macrophage protein-like	NRAMP family
g17466	g17466.t1	sp|Q4V3D2|ASP36_ARATH	210	14	96	UniRef90_A0AAE1J208	1	0	1	PF00026	IPR001969;IPR021109;IPR033121	GO:0004190(InterPro);GO:0006508(InterPro)	Acid proteases;Eukaryotic and viral aspartyl proteases active site.;Eukaryotic aspartyl protease;Peptidase family A1 domain profile.	Aspartic peptidase domain superfamily;Aspartic peptidase, active site;Peptidase family A1 domain
g17467	g17467.t1	-	-	-	-	UniRef90_A0AAE1J5H5	1	0	1	-	-	-	-	-
g17468	g17468.t1	sp|Q99614|TTC1_HUMAN	56	1	428	UniRef90_A0AAE1J668	4	0	1	-	IPR011990;IPR016024	GO:0005515(InterPro)	ARM repeat;TPR-like	Armadillo-type fold;Tetratricopeptide-like helical domain superfamily
g17469	g17469.t1	sp|Q2QN36|P2C78_ORYSJ	131	2	1	UniRef90_A0AAE1J281	0	0	1	PF00481	IPR000222;IPR001932;IPR036457	GO:0043169(InterPro)	PP2C-like;PP2C_4;PPM-type phosphatase domain profile.;PPM-type phosphatase domain signature.;Protein phosphatase 2C	PPM-type phosphatase, divalent cation binding;PPM-type phosphatase-like domain;PPM-type phosphatase-like domain superfamily
g17470	g17470.t1	-	-	-	-	UniRef90_A0AAE1J4F0	7	0	1	-	-	-	-	-
g17471	g17471.t1	-	-	-	-	UniRef90_A0AAE1J3R6	0	0	1	PF10714	IPR018930	-	Late embryogenesis abundant protein 18	Late embryogenesis abundant protein, LEA-18
g17472	g17472.t1	sp|O65351|SBT17_ARATH	252	8	12	UniRef90_A0AAE1JZU0	3	0	1	PF00082;PF02225;PF05922;PF17766	IPR000209;IPR003137;IPR010259;IPR023828;IPR036852;IPR041469	GO:0004252(InterPro);GO:0006508(InterPro);GO:0008236(InterPro)	Fibronectin type-III domain;PA domain;Peptidase inhibitor I9;Serine proteases, subtilase domain profile.;Serine proteases, subtilase family, serine active site.;Subtilase family;Subtilisin-like	PA domain;Peptidase S8 propeptide/proteinase inhibitor I9;Peptidase S8, subtilisin, Ser-active site;Peptidase S8/S53 domain;Peptidase S8/S53 domain superfamily;Subtilisin-like protease, fibronectin type-III domain
g17472	g17472.t2	sp|O65351|SBT17_ARATH	243	7	1	UniRef90_A0AAE1JZU0	2	0	1	PF00082;PF02225;PF05922;PF17766	IPR000209;IPR003137;IPR010259;IPR023828;IPR036852;IPR041469	GO:0004252(InterPro);GO:0006508(InterPro);GO:0008236(InterPro)	Fibronectin type-III domain;PA domain;Peptidase inhibitor I9;Serine proteases, subtilase domain profile.;Serine proteases, subtilase family, serine active site.;Subtilase family;Subtilisin-like	PA domain;Peptidase S8 propeptide/proteinase inhibitor I9;Peptidase S8, subtilisin, Ser-active site;Peptidase S8/S53 domain;Peptidase S8/S53 domain superfamily;Subtilisin-like protease, fibronectin type-III domain
g17473	g17473.t1	sp|O65351|SBT17_ARATH	233	6	20	UniRef90_A0AAE1J285	0	0	1	PF00082;PF02225;PF05922;PF17766	IPR000209;IPR003137;IPR010259;IPR023828;IPR036852;IPR041469;IPR046450	GO:0004252(InterPro);GO:0006508(InterPro);GO:0008236(InterPro)	Fibronectin type-III domain;PA domain;Peptidase inhibitor I9;Serine proteases, subtilase domain profile.;Serine proteases, subtilase family, serine active site.;Subtilase family;Subtilisin-like	PA domain;PA domain superfamily;Peptidase S8 propeptide/proteinase inhibitor I9;Peptidase S8, subtilisin, Ser-active site;Peptidase S8/S53 domain;Peptidase S8/S53 domain superfamily;Subtilisin-like protease, fibronectin type-III domain
g17474	g17474.t1	sp|Q75VW3|DNAJ_HYDTT	35	1	24	UniRef90_A0AAE1MCM6	0	0	1	PF00226	IPR001623;IPR018253;IPR036869	-	Chaperone J-domain;DnaJ domain;Nt-dnaJ domain signature.;dnaJ domain profile.;dnaj_3	Chaperone J-domain superfamily;DnaJ domain;DnaJ domain, conserved site
g17474	g17474.t2	sp|Q75VW3|DNAJ_HYDTT	35	1	28	UniRef90_A0AAE1MCM6	0	0	1	PF00226	IPR001623;IPR018253;IPR036869	-	Chaperone J-domain;DnaJ domain;Nt-dnaJ domain signature.;dnaJ domain profile.;dnaj_3	Chaperone J-domain superfamily;DnaJ domain;DnaJ domain, conserved site
g17475	g17475.t1	sp|Q9FN15|GLD27_ARATH	72	1	40	UniRef90_A0AAE1MHQ9	0	0	1	PF06799	IPR009631	-	Conserved in the green lineage and diatoms 27	CGLD27-like
g17476	g17476.t1	sp|Q8VZJ7|P4H9_ARATH	92	2	11	UniRef90_A0AAE1MEN1	1	0	1	PF13640	IPR005123;IPR006620;IPR044862	GO:0005506(InterPro);GO:0016705(InterPro);GO:0031418(InterPro)	2OG-Fe(II) oxygenase superfamily;Fe(2+) 2-oxoglutarate dioxygenase domain profile.;p4hc	Oxoglutarate/iron-dependent dioxygenase domain;Prolyl 4-hydroxylase alpha subunit, Fe(2+) 2OG dioxygenase domain;Prolyl 4-hydroxylase, alpha subunit
g17477	g17477.t1	-	-	-	-	UniRef90_A0AAE1MEL4	1	1	1	-	-	-	-	-
g17478	g17478.t1	sp|Q9SM23|ACBP1_ARATH	61	0	158	UniRef90_A0AAE1MJ76	2	0	1	PF00887	IPR000582;IPR035984	GO:0000062(InterPro)	Acyl CoA binding protein;Acyl-CoA binding protein;Acyl-CoA-binding (ACB) domain profile.	Acyl-CoA binding protein superfamily;Acyl-CoA-binding protein, ACBP
g17479	g17479.t1	sp|O64818|Y2309_ARATH	15	1	1	UniRef90_A0A1R3HK19	4	0	1	PF04419;PF12907	IPR007513;IPR039438	-	Expressed protein At2g23090/F21P24.15;Small EDRK-rich factor 1/2-like, N-terminal;Zinc-binding	At2g23090-like, zinc-binding domain;Small EDRK-rich factor-like, N-terminal
g17480	g17480.t1	sp|Q08467|CSK21_ARATH	50	3	12	UniRef90_A0AAD7P6X7	35	3	4	PF00069	IPR000719;IPR008271;IPR011009;IPR017441	GO:0004672(InterPro);GO:0005524(InterPro);GO:0006468(InterPro)	Protein kinase domain;Protein kinase domain profile.;Protein kinase-like (PK-like);Protein kinases ATP-binding region signature.;Serine/Threonine protein kinases active-site signature.;serkin_6	Protein kinase domain;Protein kinase, ATP binding site;Protein kinase-like domain superfamily;Serine/threonine-protein kinase, active site
g17481	g17481.t1	sp|Q9SZV0|RNC1_ARATH	98	4	1	UniRef90_A0AAE1J677	0	0	1	PF14622	IPR000999;IPR036389	GO:0004525(InterPro);GO:0006396(InterPro)	RNase III domain-like;Ribonuclease III family domain profile.;Ribonuclease-III-like;riboneu5	Ribonuclease III domain;Ribonuclease III, endonuclease domain superfamily
g17482	g17482.t1	sp|Q66GP0|SR1P1_ARATH	233	8	6	UniRef90_A0AAE1J289	1	0	1	PF00651;PF03000	IPR000210;IPR011333;IPR027356	GO:0005515(InterPro)	BTB domain profile.;BTB/POZ domain;BTB_4;NPH3 domain profile.;NPH3 family;POZ domain	BTB/POZ domain;NPH3 domain;SKP1/BTB/POZ domain superfamily
g17483	g17483.t1	-	-	-	-	UniRef90_A0AAE1J4F9	0	0	1	-	-	-	-	-
g17484	g17484.t1	sp|Q94A57|PHL2_ARATH	8	0	22	UniRef90_A0AAE1MN80	2	0	1	-	-	-	-	-
g17485	g17485.t1	sp|Q43873|PER73_ARATH	103	0	1	UniRef90_A0AAE1J4S8	0	0	1	PF00141	IPR002016;IPR010255;IPR019793;IPR019794	GO:0004601(InterPro);GO:0006979(InterPro);GO:0020037(InterPro)	Heme-dependent peroxidases;Peroxidase;Peroxidases active site signature.;Peroxidases proximal heme-ligand signature.;Plant heme peroxidase family profile.	Haem peroxidase;Haem peroxidase superfamily;Peroxidase, active site;Peroxidases heam-ligand binding site
g17486	g17486.t1	-	-	-	-	UniRef90_A0AAE1J3S4	0	0	1	PF12767	IPR024738	GO:0070461(InterPro)	Transcriptional regulator of RNA polII, SAGA, subunit	Transcriptional coactivator Hfi1/Transcriptional adapter 1
g17487	g17487.t1	sp|Q9SN22|SCL32_ARATH	149	7	38	UniRef90_A0AAE1JZU9	1	0	1	PF03514	IPR005202	-	GRAS domain family;GRAS family profile.	Transcription factor GRAS
g17488	g17488.t1	-	-	-	-	UniRef90_UPI0010A526B7	228	5	1	PF00098;PF03732;PF08284	IPR001878;IPR001969;IPR005162;IPR021109	GO:0003676(InterPro);GO:0004190(InterPro);GO:0006508(InterPro);GO:0008270(InterPro)	Acid proteases;Eukaryotic and viral aspartyl proteases active site.;Retrotransposon gag protein;Retroviral aspartyl protease;Zinc finger CCHC-type profile.;Zinc knuckle;c2hcfinal6	Aspartic peptidase domain superfamily;Aspartic peptidase, active site;Retrotransposon gag domain;Zinc finger, CCHC-type
g17489	g17489.t1	sp|Q50228|FMDA_METME	190	6	3	UniRef90_A0AAE1MCN0	1	1	1	PF03069	IPR004304	GO:0016811(InterPro)	Acetamidase/Formamidase family;Acetamidase/Formamidase-like	Acetamidase/Formamidase
g17489	g17489.t2	sp|Q50228|FMDA_METME	191	6	77	UniRef90_A0AAE1MCN0	1	0	1	PF03069	IPR004304	GO:0016811(InterPro)	Acetamidase/Formamidase family;Acetamidase/Formamidase-like	Acetamidase/Formamidase
g17490	g17490.t1	sp|Q54II8|QNG1_DICDI	160	7	4	UniRef90_A0A151SC52	28	0	1	PF10343	IPR019438	-	Queuosine salvage protein	Queuosine salvage protein family
g17491	g17491.t1	sp|P0C2F6|RNHX1_ARATH	78	2	4	UniRef90_A0AAE1IW96	63	0	4	PF13456	IPR002156;IPR012337	GO:0003676(InterPro);GO:0004523(InterPro)	Reverse transcriptase-like;Ribonuclease H-like	Ribonuclease H domain;Ribonuclease H-like superfamily
g17492	g17492.t1	sp|Q42381|HLS1_ARATH	101	4	9	UniRef90_A0AAE1MEL8	0	0	1	PF00583	IPR000182;IPR016181	GO:0016747(InterPro)	Acetyltransferase (GNAT) family;Acyl-CoA N-acyltransferases (Nat);Gcn5-related N-acetyltransferase (GNAT) domain profile.	Acyl-CoA N-acyltransferase;GNAT domain
g17493	g17493.t1	sp|O80970|NPY2_ARATH	203	7	1	UniRef90_A0AAE1MJ82	1	0	1	PF00651;PF03000	IPR000210;IPR011333;IPR027356	GO:0005515(InterPro)	BTB domain profile.;BTB/POZ domain;NPH3 domain profile.;NPH3 family;POZ domain	BTB/POZ domain;NPH3 domain;SKP1/BTB/POZ domain superfamily
g17494	g17494.t1	-	-	-	-	UniRef90_A0AAE1J229	0	0	1	-	-	-	-	-
g17495	g17495.t1	sp|Q8VYE5|E1312_ARATH	260	13	22	UniRef90_A0AAE1J5J5	1	0	1	PF00332;PF07983	IPR000490;IPR012946;IPR017853	GO:0004553(InterPro);GO:0005975(InterPro)	(Trans)glycosidases;Glycosyl hydrolases family 17;X8 domain;X8_cls	Glycoside hydrolase family 17;Glycoside hydrolase superfamily;X8 domain
g17496	g17496.t1	-	-	-	-	UniRef90_UPI0010A526B7	188	5	1	PF00098;PF03732	IPR001878;IPR005162;IPR036875	GO:0003676(InterPro);GO:0008270(InterPro)	Retrotransposon gag protein;Retrovirus zinc finger-like domains;Zinc finger CCHC-type profile.;Zinc knuckle;c2hcfinal6	Retrotransposon gag domain;Zinc finger, CCHC-type;Zinc finger, CCHC-type superfamily
g17497	g17497.t1	sp|Q9FJX6|FH6_ARATH	304	21	25	UniRef90_A0AAE1J2A5	25	0	1	PF02181	IPR015425	-	Formin Homology 2 Domain;Formin homology 2 domain (FH2 domain);Formin homology-2 (FH2) domain profile.;it6_source	Formin, FH2 domain
